pclass,age,sibsp,parch,fare,age_NA,fare_NA,sex_male,cabin_Missing,cabin_Rare,embarked_Missing,embarked_Q,embarked_S,title_Mr,title_Mrs,title_Rare
2,-2.2880819499016907,1,2,-0.11692210418174287,0,0,0,1,0,0,0,1,0,0,0
3,-0.13125132843725829,0,0,0.44546615355022645,1,0,1,1,0,0,0,1,1,0,0
3,-0.13125132843725829,0,0,0.44546615355022645,1,0,1,1,0,0,0,1,1,0,0
1,-0.44979901228146224,0,1,4.182715314584167,0,0,1,0,1,0,0,0,1,0,0
3,-0.6090728542035643,0,0,-0.5053534209884438,0,0,1,1,0,0,0,1,1,0,0
2,-2.294723669109842,1,1,-0.2929998031703855,0,0,1,1,0,0,0,1,0,0,1
3,-0.29052517035936026,0,0,-0.2922661460912661,0,0,1,1,0,0,0,0,1,0,0
3,-0.13125132843725829,0,0,-0.5082058797120599,1,0,0,1,0,0,1,0,0,0,1
3,-1.0072574590088192,0,0,-0.49035355745348913,0,0,1,1,0,0,0,1,1,0,0
3,-0.13125132843725829,0,0,-0.5023366230791051,1,0,1,1,0,0,0,1,1,0,0
2,2.4171301423163736,1,1,0.10317501955406043,0,0,1,1,0,0,0,1,1,0,0
2,-0.29052517035936026,0,0,-0.40549388863535163,0,0,1,0,1,0,0,1,1,0,0
3,-0.9276205380477682,1,1,-0.2643871770847311,0,0,1,1,0,0,0,1,1,0,0
3,-0.29052517035936026,1,1,-0.22892708492729613,0,0,0,1,0,0,0,1,0,1,0
2,-0.44979901228146224,1,0,-0.1511594345406456,0,0,0,1,0,0,0,1,0,1,0
1,-0.21088824939830927,1,1,4.182715314584167,0,0,0,0,1,0,0,0,0,1,0
3,-0.13125132843725829,2,0,-0.20496095367606418,1,0,1,1,0,0,1,0,1,0,0
3,-0.13125132843725829,0,0,-0.5183949092268694,1,0,1,1,0,0,0,0,1,0,0
3,-0.6887097751646152,0,0,-0.5023366230791051,0,0,1,1,0,0,0,1,1,0,0
1,-0.13125132843725829,0,0,-0.07877193606753698,1,0,1,0,0,0,0,0,1,0,0
3,-0.7683466961256662,0,0,-0.5061672912415469,0,0,1,1,0,0,0,1,1,0,0
1,0.42620711829009866,0,0,9.363476841791286,0,0,1,0,1,0,0,0,1,0,0
3,-0.13125132843725829,0,0,-0.47396854935315713,0,0,1,1,0,0,0,1,1,0,0
2,-0.13125132843725829,0,1,-0.014210113105034658,0,0,1,1,0,0,0,1,0,0,1
2,-0.05161440747620729,0,0,-0.3887019454084681,0,0,1,1,0,0,0,0,1,0,0
3,-0.13125132843725829,0,0,-0.37614760547057785,1,0,1,1,0,0,0,1,1,0,0
3,-0.29052517035936026,2,0,-0.49035355745348913,0,0,1,1,0,0,0,1,1,0,0
3,-2.042537431502482,3,2,-0.11398747586526552,0,0,1,1,0,0,0,1,0,0,1
1,0.9040286440564046,1,0,0.3548193976919955,0,0,1,0,1,0,0,1,1,0,0
3,-0.13125132843725829,0,0,-0.512118717467363,1,0,1,1,0,0,0,1,1,0,0
1,3.2134993519268833,1,1,0.7292290604025676,0,0,1,0,1,0,0,1,0,0,1
1,2.0985824584721695,0,0,-0.05928991688388251,0,0,1,0,1,0,0,0,1,0,0
1,0.5854809602122006,1,1,0.9670963368040801,0,0,1,0,1,0,0,0,1,0,0
3,2.4569486027968988,0,0,-0.3770436453165423,0,1,1,1,0,0,0,1,1,0,0
2,-0.05161440747620729,1,0,-0.1511594345406456,0,0,0,1,0,0,0,1,0,1,0
3,-2.281448194385635,1,1,-0.4420143598244738,0,0,0,1,0,0,0,1,0,0,0
3,-0.13125132843725829,1,2,-0.20104811592076102,1,0,1,1,0,0,0,1,0,0,1
3,0.2669332763679967,0,0,-0.5061672912415469,0,0,1,1,0,0,0,1,1,0,0
2,0.1076594344458947,0,0,-0.24898037842322485,0,0,0,1,0,0,0,1,0,1,0
3,-0.13125132843725829,0,0,-0.5082058797120599,1,0,1,1,0,0,1,0,1,0,0
3,-0.13125132843725829,0,0,-0.5082058797120599,1,0,1,0,1,0,1,0,1,0,0
1,0.2669332763679967,0,0,2.3051244663509194,0,0,0,1,0,0,0,1,0,0,0
2,-1.325805142853023,0,1,-0.2783266615879986,0,0,0,1,0,0,0,1,0,0,0
2,-2.042537431502482,1,1,-0.20985200087019315,0,0,0,1,0,0,0,1,0,0,0
2,0.028022513484843702,1,0,-0.3887019454084681,0,0,0,1,0,0,0,0,0,0,0
3,-0.13125132843725829,0,0,-0.5086949844314728,1,0,1,1,0,0,1,0,1,0,0
3,-0.6090728542035643,0,0,-0.5086949844314728,0,0,0,1,0,0,1,0,0,0,0
3,-0.13125132843725829,0,0,-0.505678186522134,1,0,1,1,0,0,1,0,1,0,0
1,0.028022513484843702,0,0,0.4539452729659684,0,0,0,0,1,0,0,0,0,0,0
2,-2.201811273424584,1,1,-0.1511594345406456,0,0,0,1,0,0,0,1,0,0,0
1,1.5411240117448126,1,1,1.5095134706329822,0,0,1,0,0,0,0,0,1,0,0
1,0.42620711829009866,0,0,-0.14553473026739727,0,0,1,0,1,0,0,1,1,0,0
2,-2.201811273424584,1,1,-0.20985200087019315,0,0,1,1,0,0,0,1,0,0,1
2,0.9836655650174556,1,0,-0.1511594345406456,0,0,0,1,0,0,0,1,0,1,0
1,-2.201811273424584,1,2,2.3051244663509194,0,0,0,0,0,0,0,1,0,0,0
2,-0.9276205380477682,0,0,-0.40549388863535163,0,0,1,1,0,0,0,1,1,0,0
3,-0.13125132843725829,0,0,-0.5023366230791051,1,0,1,1,0,0,0,1,1,0,0
2,-0.13125132843725829,0,0,-0.1511594345406456,0,0,1,1,0,0,0,1,1,0,0
2,-0.3701620913204113,0,0,-0.40549388863535163,0,0,1,1,0,0,0,1,1,0,0
3,-0.44979901228146224,0,0,-0.5201067757448145,0,0,1,1,0,0,0,1,1,0,0
1,0.028022513484843702,0,0,1.4222904478106415,0,0,0,1,0,0,0,0,0,0,0
3,-0.13125132843725829,0,0,-0.5023366230791051,1,0,1,1,0,0,0,1,1,0,0
3,-0.13125132843725829,0,0,-0.505678186522134,1,0,0,1,0,0,1,0,0,0,0
3,-2.301357424625898,2,1,-0.28305532601528255,0,0,0,1,0,0,0,0,0,0,0
3,0.2669332763679967,0,0,-0.49051594022033423,0,0,1,1,0,0,0,1,1,0,0
3,-0.29052517035936026,1,0,-0.3770436453165423,0,0,1,1,0,0,0,0,1,0,0
3,-2.042537431502482,4,1,-0.09002134461403358,0,0,1,1,0,0,1,0,0,0,1
2,-0.7683466961256662,0,0,-0.3886197758156067,0,0,1,0,1,0,0,0,1,0,0
3,0.028022513484843702,1,1,-0.18735318377719995,0,0,0,1,0,0,0,1,0,1,0
2,-0.9276205380477682,0,1,-0.20985200087019315,0,0,0,1,0,0,0,1,0,0,0
3,0.1872963554069457,0,0,-0.5061672912415469,0,0,1,1,0,0,0,1,1,0,0
1,0.1872963554069457,0,0,-0.06312058504632428,0,0,1,0,1,0,0,0,0,0,1
1,0.1076594344458947,0,0,0.3280810208911314,0,0,1,0,1,0,0,1,1,0,0
3,-0.3701620913204113,0,0,-0.6598283427300576,0,0,1,1,0,0,0,1,1,0,0
3,0.9836655650174556,0,1,-0.4954069874144632,0,0,1,1,0,0,0,1,1,0,0
1,0.028022513484843702,0,0,-0.11692210418174287,0,0,1,0,0,0,0,0,1,0,0
3,-0.13125132843725829,0,0,-0.5183949092268694,1,0,1,1,0,0,0,0,1,0,0
3,-0.25070670987883475,0,0,-0.5184770788197306,0,0,1,1,0,0,0,0,1,0,0
3,0.9040286440564046,0,0,-0.5062494608344082,0,0,1,1,0,0,0,1,1,0,0
3,-0.13125132843725829,0,0,-0.5228790212944467,1,0,1,1,0,0,0,1,1,0,0
3,0.1872963554069457,0,0,-0.5053534209884438,0,0,1,1,0,0,0,1,1,0,0
3,-2.281448194385635,0,2,-0.3518547522667781,0,0,0,1,0,0,0,0,0,0,0
3,-0.13125132843725829,1,1,-0.3615566334810524,1,0,1,1,0,0,0,0,0,0,1
2,-0.8878020775672427,0,0,-0.40549388863535163,0,0,1,0,1,0,0,1,1,0,0
3,-0.7683466961256662,0,0,-0.5047821466761696,0,0,1,1,0,0,0,1,1,0,0
3,-0.44979901228146224,0,0,-0.48668527205789236,0,0,0,1,0,0,0,1,0,0,0
2,1.7800347746279654,0,0,-0.3957117942470937,0,0,1,1,0,0,0,1,1,0,0
3,0.1872963554069457,1,0,-0.34973595062228147,0,0,1,1,0,0,0,1,1,0,0
3,-0.6887097751646152,0,0,-0.5179879741003177,0,0,1,1,0,0,0,1,1,0,0
2,-0.13125132843725829,0,0,-0.6598283427300576,1,0,1,1,0,0,0,1,1,0,0
1,1.3022132488616596,0,0,0.8122144799359148,0,0,1,0,0,0,0,0,1,0,0
1,2.5764039842384756,0,0,-0.14039913071356186,0,0,1,0,0,0,0,1,1,0,0
1,0.2669332763679967,1,0,0.3790300813029339,0,0,0,0,1,0,0,1,0,1,0
2,-0.6090728542035643,1,2,0.15363497524645012,0,0,0,1,0,0,0,0,0,1,0
3,-0.9276205380477682,0,0,-0.4974455758849761,0,0,1,1,0,0,0,1,1,0,0
3,0.1076594344458947,0,0,-0.507716774992647,0,0,1,1,0,0,0,1,1,0,0
1,-0.5294359332425133,1,0,0.9496529060909387,0,0,0,0,1,0,0,1,0,1,0
3,-0.13125132843725829,0,0,-0.5183949092268694,1,0,1,1,0,0,0,0,1,0,0
2,-0.13125132843725829,0,0,-0.6598283427300576,1,0,1,1,0,0,0,1,1,0,0
1,0.6651178811732517,1,0,1.1009486471563688,0,0,1,0,0,0,0,1,1,0,0
3,-1.0868943799698703,0,0,-0.47396854935315713,0,0,1,1,0,0,0,1,1,0,0
3,-0.13125132843725829,0,0,-0.5053534209884438,1,0,1,1,0,0,0,0,1,0,0
2,0.5058440392511496,1,2,-0.11692210418174287,0,0,1,1,0,0,0,1,1,0,0
3,-0.6090728542035643,0,0,-0.5179879741003177,0,0,0,1,0,0,0,1,0,0,0
3,-0.13125132843725829,0,0,-0.5184770788197306,1,0,0,1,0,0,0,0,0,1,0
3,-0.13125132843725829,8,2,0.7008609866766196,1,0,0,1,0,0,0,1,0,0,0
3,-0.13125132843725829,0,0,-0.5179879741003177,1,0,1,1,0,0,0,1,1,0,0
3,-0.6090728542035643,0,0,-0.483750643741415,0,0,1,1,0,0,0,1,1,0,0
1,1.7003978536669144,0,1,0.11100069506466674,0,0,0,0,1,0,0,1,0,1,0
1,-0.13125132843725829,0,0,0.11491353281996997,1,0,1,1,0,0,0,0,0,0,1
3,-0.44979901228146224,0,0,-0.512118717467363,0,0,1,1,0,0,0,1,1,0,0
3,0.6651178811732517,0,0,-0.5219008118556209,0,0,1,1,0,0,0,1,1,0,0
3,0.1076594344458947,0,0,-0.5082058797120599,0,0,1,1,0,0,1,0,1,0,0
3,-0.13125132843725829,0,2,-0.3615566334810524,1,0,0,1,0,0,0,0,0,1,0
1,1.7003978536669144,0,1,0.5410059130214638,0,0,1,1,0,0,0,0,1,0,0
1,-0.5294359332425133,1,0,1.5563051409297752,0,0,0,0,1,0,0,0,0,0,0
3,-0.3701620913204113,1,0,-0.507716774992647,0,0,1,1,0,0,0,1,1,0,0
3,0.8243917230953536,0,0,-0.5053534209884438,0,0,1,1,0,0,0,1,1,0,0
3,0.8243917230953536,1,5,-0.045757367507166476,0,0,1,1,0,0,0,1,1,0,0
2,0.42620711829009866,0,0,-0.24898037842322485,0,0,0,1,0,0,0,1,0,0,0
3,-0.9276205380477682,0,0,-0.5131790964990501,0,0,0,1,0,0,0,1,0,0,0
1,0.8243917230953536,0,0,2.342540977386006,0,0,0,0,0,0,0,1,0,0,0
1,0.5058440392511496,0,0,0.8122144799359148,0,0,1,0,0,0,0,0,1,0,0
1,-0.44979901228146224,0,0,0.6959699394824906,0,0,0,0,1,0,0,0,0,0,1
1,1.2225763279006086,0,0,0.03470035883625496,0,0,1,0,1,0,0,1,1,0,0
3,-0.9276205380477682,2,0,-0.3076729447527724,0,0,0,1,0,0,0,1,0,0,0
3,-0.7683466961256662,0,0,-0.5061672912415469,0,0,0,1,0,0,0,1,0,0,0
1,0.028022513484843702,0,0,1.1694233078741743,0,0,0,0,1,0,0,1,0,0,0
2,0.1872963554069457,0,0,-0.45440436057664124,0,0,1,1,0,0,0,1,1,0,0
3,-2.201811273424584,1,1,-0.2643871770847311,0,0,0,1,0,0,0,1,0,0,0
3,0.1872963554069457,0,0,0.44546615355022645,0,0,1,1,0,0,0,1,1,0,0
1,1.4614870907837616,1,3,4.473325687508288,0,0,0,0,1,0,0,0,0,1,0
3,-0.13125132843725829,0,0,-0.47396854935315713,0,0,1,1,0,0,0,1,1,0,0
3,-0.13125132843725829,0,0,-0.5085326016646277,1,0,0,1,0,0,1,0,0,0,0
3,0.7447548021343027,1,5,-0.04795833874452453,0,0,1,1,0,0,0,1,1,0,0
3,-0.8479836170867172,0,0,-0.5053534209884438,0,0,1,1,0,0,0,1,1,0,0
3,-1.0868943799698703,0,0,-0.5023366230791051,0,0,1,1,0,0,0,1,1,0,0
2,-0.6887097751646152,0,0,-0.45440436057664124,0,0,0,1,0,0,0,1,0,0,0
1,2.0985824584721695,0,0,0.03470035883625496,0,0,1,0,1,0,0,0,0,0,1
2,-0.13125132843725829,0,0,-0.6598283427300576,1,0,1,1,0,0,0,1,1,0,0
3,-0.44979901228146224,0,0,-0.4773922823890474,0,0,1,1,0,0,0,1,1,0,0
1,0.7447548021343027,0,0,-0.07877193606753698,0,0,1,0,1,0,0,0,1,0,0
3,0.1872963554069457,0,0,-0.5115474431550887,0,0,1,1,0,0,0,1,1,0,0
3,-0.21088824939830927,1,0,-0.5047821466761696,0,0,0,1,0,0,0,1,0,0,0
3,-0.29052517035936026,1,2,-0.2572951586532441,0,0,1,1,0,0,0,1,1,0,0
3,-1.246168221891972,4,1,0.11662539933791508,0,0,1,1,0,0,0,1,1,0,0
3,-0.13125132843725829,0,0,-0.5082058797120599,1,0,0,1,0,0,1,0,0,0,0
1,-0.6887097751646152,0,0,-0.14039913071356186,0,0,0,1,0,0,0,1,0,0,0
3,-0.5294359332425133,0,0,-0.5023366230791051,0,0,0,1,0,0,0,1,0,0,0
3,-0.13125132843725829,0,0,-0.5053534209884438,1,0,1,1,0,0,0,1,1,0,0
3,-0.13125132843725829,0,0,-0.5084504320717663,1,0,0,1,0,0,1,0,0,0,0
3,-0.13125132843725829,0,0,-0.47396854935315713,1,0,1,1,0,0,0,1,1,0,0
1,-1.4850789847751251,1,2,1.687874310451844,0,0,1,0,1,0,0,1,0,0,1
3,0.34657019732904765,1,1,-0.3781040243482295,0,0,1,1,0,0,0,1,1,0,0
3,0.028022513484843702,1,0,-0.3448449034281525,0,0,1,1,0,0,0,1,1,0,0
3,-0.13125132843725829,8,2,0.7008609866766196,1,0,1,1,0,0,0,1,1,0,0
2,2.4967670632774244,0,0,-0.4182106113400869,0,0,1,1,0,0,1,0,1,0,0
3,-0.13125132843725829,0,0,-0.5183949092268694,1,0,1,1,0,0,0,0,1,0,0
2,1.2225763279006086,0,0,-0.3957117942470937,0,0,0,1,0,0,0,1,0,1,0
3,-0.44979901228146224,0,2,-0.333106390162243,0,0,0,0,1,0,0,1,0,1,0
3,-0.29052517035936026,1,0,-0.3448449034281525,0,0,0,1,0,0,0,1,0,1,0
2,-0.13125132843725829,0,0,-0.355033932942962,1,0,1,1,0,0,0,0,1,0,0
3,-0.6887097751646152,2,0,-0.18735318377719995,0,0,1,1,0,0,0,1,1,0,0
3,-1.0868943799698703,0,0,-0.507716774992647,0,0,1,1,0,0,0,1,1,0,0
3,-0.6090728542035643,0,0,-0.507716774992647,0,0,0,1,0,0,0,1,0,0,0
3,-0.13125132843725829,0,0,-0.5053534209884438,1,0,1,1,0,0,0,0,1,0,0
2,1.9393086165500675,1,0,-0.1511594345406456,0,0,1,1,0,0,0,1,0,0,1
3,-0.5294359332425133,1,0,-0.3878861187364874,0,0,1,1,0,0,0,1,1,0,0
3,-0.13125132843725829,1,2,-0.20104811592076102,1,0,0,1,0,0,0,1,0,0,0
3,-0.13125132843725829,1,0,-0.5082058797120599,1,0,1,1,0,0,1,0,1,0,0
1,1.1429394069395575,2,0,1.1009486471563688,0,0,1,0,0,0,1,0,0,0,1
1,2.0189455375111187,2,0,-0.15702869117360038,0,0,0,0,0,0,0,1,0,1,0
1,-0.6887097751646152,0,0,0.8653625551661978,0,0,0,0,1,0,0,1,0,0,0
2,-2.281448194385635,0,2,0.06412881159389006,0,0,1,1,0,0,0,0,0,0,1
3,-0.13125132843725829,0,0,-0.5082058797120599,1,0,1,1,0,0,1,0,1,0,0
1,1.4614870907837616,1,0,0.8413162107409823,0,0,1,0,1,0,0,0,1,0,0
1,-0.13125132843725829,0,0,0.024918264447997038,1,0,1,0,0,0,0,1,1,0,0
3,-0.7683466961256662,0,0,-0.5184770788197306,0,0,1,1,0,0,0,0,1,0,0
2,0.2669332763679967,0,0,-0.41967792549832567,0,0,1,1,0,0,0,1,1,0,0
1,-0.3701620913204113,1,0,0.42484354216090103,0,0,0,0,1,0,0,0,0,1,0
3,-0.13125132843725829,0,0,-0.507716774992647,0,0,0,1,0,0,0,1,0,0,0
3,0.028022513484843702,0,0,-0.5053534209884438,0,0,1,1,0,0,0,1,1,0,0
2,-0.13125132843725829,0,0,-0.40549388863535163,0,0,0,1,0,0,0,1,0,0,1
3,-0.29052517035936026,0,0,-0.5053534209884438,0,0,1,1,0,0,0,1,1,0,0
3,-0.13125132843725829,0,0,-0.512118717467363,1,0,1,1,0,0,0,1,1,0,0
1,2.7356778261605776,1,1,-0.14039913071356186,0,0,0,0,1,0,0,1,0,1,0
1,2.0189455375111187,1,1,1.1694233078741743,0,0,1,0,1,0,0,1,1,0,0
3,-0.13125132843725829,0,0,-0.5082058797120599,1,0,1,1,0,0,1,0,1,0,0
3,-0.21088824939830927,0,1,-0.41576508774302245,0,0,0,0,1,0,0,1,0,1,0
3,-0.3701620913204113,0,0,-0.47396854935315713,0,0,1,1,0,0,0,1,1,0,0
1,0.42620711829009866,1,0,0.3790300813029339,0,0,0,0,0,0,0,1,0,1,0
3,-0.13125132843725829,0,0,-0.5023366230791051,1,0,1,1,0,0,0,1,1,0,0
2,-0.5294359332425133,0,0,-0.40549388863535163,0,0,1,1,0,0,0,1,1,0,0
1,0.8243917230953536,0,0,-0.6598283427300576,0,0,1,0,1,0,0,1,1,0,0
3,-0.44979901228146224,0,0,-0.5023366230791051,0,0,1,1,0,0,0,1,1,0,0
2,0.6651178811732517,1,0,-0.24898037842322485,0,0,1,1,0,0,0,1,1,0,0
3,-0.13125132843725829,0,0,-0.5179879741003177,0,0,1,1,0,0,0,1,1,0,0
3,-0.6090728542035643,0,0,-0.467365635641083,0,0,0,1,0,0,0,1,0,0,0
3,-0.13125132843725829,1,0,-0.356583416694062,1,0,1,1,0,0,1,0,1,0,0
3,0.42620711829009866,0,0,-0.5053534209884438,0,0,1,1,0,0,0,1,1,0,0
3,-0.13125132843725829,0,0,-0.5082058797120599,1,0,0,1,0,0,1,0,0,0,0
3,-1.405442063814074,1,0,-0.43989360176109943,0,0,1,1,0,0,0,0,0,0,1
2,0.8243917230953536,1,1,0.10317501955406043,0,0,0,1,0,0,0,1,0,1,0
